Age,Attrition,Business Travel,Daily Rate,Department,Education Field,Employee Number,Gender,Hourly Rate,Job Level,Job Role,Marital Status,Monthly Income,Monthly Rate,Over Time,Percent Salary Hike,Performance Rating,Standard Hours,Total Working Years,Years At Company,Years In Current Role
36,No,Travel Frequently,635,Research & Development,Medical,286,Female,73,1,Laboratory Technician,Single,2153,7703,No,13,3,80,8,8,1
40,No,Non-Travel,1151,Research & Development,Life Sciences,287,Male,63,2,Healthcare Representative,Married,4876,14242,No,14,3,80,5,3,2
46,No,Travel Rarely,644,Research & Development,Medical,288,Male,97,3,Healthcare Representative,Divorced,9396,12368,No,16,3,80,17,4,2
32,Yes,Travel Rarely,1045,Sales,Medical,291,Male,32,3,Sales Executive,Married,10400,25812,No,11,3,80,14,14,8
30,No,Non-Travel,829,Research & Development,Life Sciences,292,Male,88,3,Manufacturing Director,Single,8474,20925,No,22,4,80,12,11,8
27,No,Travel Frequently,1242,Sales,Life Sciences,293,Female,90,2,Sales Executive,Single,9981,12916,No,14,3,80,7,7,7
51,No,Travel Rarely,1469,Research & Development,Life Sciences,296,Male,81,3,Research Director,Married,12490,15736,No,16,3,80,16,10,9
30,Yes,Travel Rarely,1005,Research & Development,Technical Degree,297,Female,88,1,Research Scientist,Single,2657,8556,Yes,11,3,80,8,5,2
41,No,Travel Rarely,896,Sales,Life Sciences,298,Female,75,3,Manager,Single,13591,14674,Yes,18,3,80,16,1,0
30,Yes,Travel Frequently,334,Sales,Marketing,299,Female,52,2,Sales Executive,Single,6696,22967,No,15,3,80,9,6,3
29,Yes,Travel Rarely,992,Research & Development,Technical Degree,300,Male,85,1,Research Scientist,Single,2058,19757,No,14,3,80,7,6,2
45,No,Non-Travel,1052,Sales,Medical,302,Female,57,3,Sales Executive,Single,8865,16840,No,12,3,80,23,19,7
54,No,Travel Rarely,1147,Sales,Marketing,303,Female,52,2,Sales Executive,Married,5940,17011,No,14,3,80,16,6,2
36,No,Travel Rarely,1396,Research & Development,Life Sciences,304,Male,62,2,Laboratory Technician,Single,5914,9945,No,16,3,80,16,13,11
33,No,Travel Rarely,147,Research & Development,Medical,305,Female,47,1,Research Scientist,Married,2622,13248,No,21,4,80,7,3,2
37,No,Travel Frequently,663,Research & Development,Other,306,Male,47,3,Research Director,Divorced,12185,10056,Yes,14,3,80,10,10,8
38,No,Travel Rarely,119,Sales,Life Sciences,307,Male,76,3,Sales Executive,Divorced,10609,9647,No,12,3,80,17,16,10
31,No,Non-Travel,979,Research & Development,Medical,308,Male,90,2,Manufacturing Director,Married,4345,4381,No,12,3,80,6,5,4
59,No,Travel Rarely,142,Research & Development,Life Sciences,309,Male,70,1,Research Scientist,Married,2177,8456,No,17,3,80,7,1,0
37,No,Travel Frequently,319,Sales,Marketing,311,Male,41,1,Sales Representative,Divorced,2793,2539,No,17,3,80,13,9,8
29,No,Travel Frequently,1413,Sales,Medical,312,Female,42,3,Sales Executive,Married,7918,6599,No,14,3,80,11,11,10
35,No,Travel Frequently,944,Sales,Marketing,314,Female,92,3,Sales Executive,Single,8789,9096,No,14,3,80,10,10,7
29,Yes,Travel Rarely,896,Research & Development,Medical,315,Male,86,1,Research Scientist,Single,2389,14961,Yes,13,3,80,4,4,3
52,No,Travel Rarely,1323,Research & Development,Life Sciences,316,Female,89,1,Laboratory Technician,Single,3212,3300,No,15,3,80,6,2,2
42,No,Travel Rarely,532,Research & Development,Technical Degree,319,Male,58,5,Manager,Married,19232,4933,No,11,3,80,22,22,17
59,No,Travel Rarely,818,Human Resources,Medical,321,Male,52,1,Human Resources,Married,2267,25657,No,17,3,80,7,2,2
50,No,Travel Rarely,854,Sales,Medical,323,Female,68,5,Manager,Divorced,19517,24118,No,11,3,80,32,7,0
33,Yes,Travel Rarely,813,Research & Development,Medical,325,Male,58,1,Laboratory Technician,Married,2436,22149,Yes,13,3,80,8,5,4
43,No,Travel Rarely,1034,Sales,Marketing,327,Female,80,4,Manager,Married,16064,7744,Yes,22,4,80,22,17,13
33,Yes,Travel Rarely,465,Research & Development,Life Sciences,328,Female,39,1,Laboratory Technician,Married,2707,21509,No,20,4,80,13,9,7
52,No,Non-Travel,771,Sales,Life Sciences,329,Male,79,5,Manager,Single,19068,21030,Yes,18,3,80,33,33,7
32,No,Travel Rarely,1401,Sales,Life Sciences,330,Female,56,1,Sales Representative,Married,3931,20990,No,11,3,80,6,4,3
32,Yes,Travel Rarely,515,Research & Development,Life Sciences,331,Male,62,1,Laboratory Technician,Single,3730,9571,Yes,14,3,80,4,3,2
39,No,Travel Rarely,1431,Research & Development,Medical,332,Female,96,1,Laboratory Technician,Divorced,2232,15417,No,14,3,80,7,3,2
32,No,Non-Travel,976,Sales,Marketing,333,Male,100,2,Sales Executive,Married,4465,12069,No,18,3,80,4,3,2
41,No,Travel Rarely,1411,Research & Development,Life Sciences,334,Male,36,2,Research Scientist,Divorced,3072,19877,No,16,3,80,17,1,0
40,No,Travel Rarely,1300,Research & Development,Technical Degree,335,Male,62,2,Research Scientist,Divorced,3319,24447,No,17,3,80,9,9,8
45,No,Travel Rarely,252,Research & Development,Other,336,Male,70,5,Manager,Married,19202,15970,No,11,3,80,25,24,0
31,No,Travel Frequently,1327,Research & Development,Medical,337,Male,73,3,Research Director,Divorced,13675,13523,No,12,3,80,9,2,2
33,No,Travel Rarely,832,Research & Development,Life Sciences,338,Female,63,1,Research Scientist,Married,2911,14776,No,13,3,80,2,2,2
34,No,Travel Rarely,470,Research & Development,Life Sciences,339,Male,84,2,Manufacturing Director,Married,5957,23687,No,13,3,80,13,11,9
37,No,Travel Rarely,1017,Research & Development,Medical,340,Female,83,1,Research Scientist,Married,3920,18697,No,14,3,80,17,3,1
45,No,Travel Frequently,1199,Research & Development,Life Sciences,341,Male,77,2,Manufacturing Director,Married,6434,5118,No,17,3,80,9,3,2
37,Yes,Travel Frequently,504,Research & Development,Medical,342,Male,61,3,Manufacturing Director,Divorced,10048,22573,No,11,3,80,17,1,0
39,No,Travel Frequently,505,Research & Development,Technical Degree,343,Female,64,3,Healthcare Representative,Single,10938,6420,No,25,4,80,20,19,6
29,No,Travel Rarely,665,Research & Development,Life Sciences,346,Male,60,1,Research Scientist,Single,2340,22673,No,19,3,80,6,6,5
42,No,Travel Rarely,916,Research & Development,Life Sciences,347,Female,82,2,Research Scientist,Single,6545,23016,Yes,13,3,80,10,3,2
29,No,Travel Rarely,1247,Sales,Marketing,349,Male,45,2,Sales Executive,Divorced,6931,10732,No,14,3,80,10,3,2
25,No,Travel Rarely,685,Research & Development,Life Sciences,350,Female,62,2,Manufacturing Director,Married,4898,7505,No,12,3,80,5,4,2
42,No,Travel Rarely,269,Research & Development,Medical,351,Female,56,1,Laboratory Technician,Divorced,2593,8007,Yes,11,3,80,10,9,6
40,No,Travel Rarely,1416,Research & Development,Medical,352,Male,49,5,Research Director,Divorced,19436,5949,No,19,3,80,22,21,7
51,No,Travel Rarely,833,Research & Development,Life Sciences,353,Male,96,1,Research Scientist,Married,2723,23231,No,11,3,80,1,1,0
31,Yes,Travel Frequently,307,Research & Development,Medical,355,Male,71,1,Laboratory Technician,Single,3479,11652,No,11,3,80,6,5,4
32,No,Travel Frequently,1311,Research & Development,Life Sciences,359,Male,100,1,Laboratory Technician,Married,2794,26062,No,20,4,80,5,5,1
38,No,Non-Travel,1327,Sales,Life Sciences,361,Male,39,2,Sales Executive,Married,5249,19682,No,18,3,80,13,8,7
32,No,Travel Rarely,128,Research & Development,Technical Degree,362,Male,84,2,Laboratory Technician,Single,2176,19737,No,13,3,80,9,6,2
46,No,Travel Rarely,488,Sales,Technical Degree,363,Female,75,4,Manager,Married,16872,14977,Yes,12,3,80,28,7,7
28,Yes,Travel Rarely,529,Research & Development,Life Sciences,364,Male,79,1,Laboratory Technician,Single,3485,14935,No,11,3,80,5,0,0
29,No,Travel Rarely,1210,Sales,Medical,366,Male,78,2,Sales Executive,Married,6644,3687,No,19,3,80,10,0,0
31,No,Travel Rarely,1463,Research & Development,Medical,367,Male,64,2,Healthcare Representative,Married,5582,14408,No,21,4,80,10,9,0
25,No,Non-Travel,675,Research & Development,Life Sciences,369,Male,85,2,Healthcare Representative,Divorced,4000,18384,No,12,3,80,6,6,3
45,No,Travel Rarely,1385,Research & Development,Medical,372,Male,79,4,Healthcare Representative,Married,13496,7501,Yes,14,3,80,21,20,7
36,No,Travel Rarely,1403,Research & Development,Life Sciences,373,Male,47,1,Laboratory Technician,Married,3210,20251,No,11,3,80,16,15,13
55,No,Travel Rarely,452,Research & Development,Medical,374,Male,81,5,Manager,Single,19045,18938,Yes,14,3,80,37,36,10
47,Yes,Non-Travel,666,Research & Development,Life Sciences,376,Male,88,3,Manager,Married,11849,10268,Yes,12,3,80,10,10,7
28,No,Travel Rarely,1158,Research & Development,Medical,377,Male,94,1,Research Scientist,Married,2070,2613,No,23,4,80,5,5,2
37,No,Travel Rarely,228,Sales,Medical,378,Male,98,2,Sales Executive,Married,6502,22825,No,14,3,80,7,5,4
21,No,Travel Rarely,996,Research & Development,Medical,379,Male,100,1,Research Scientist,Single,3230,10531,No,17,3,80,3,3,2
37,No,Non-Travel,728,Research & Development,Medical,380,Female,80,3,Research Director,Divorced,13603,11677,Yes,18,3,80,15,5,2
35,No,Travel Rarely,1315,Research & Development,Life Sciences,381,Female,71,3,Manager,Divorced,11996,19100,No,18,3,80,10,7,7
38,No,Travel Rarely,322,Sales,Medical,382,Female,44,2,Sales Executive,Divorced,5605,19191,Yes,24,4,80,8,8,0
26,No,Travel Frequently,1479,Research & Development,Life Sciences,384,Female,84,2,Manufacturing Director,Divorced,6397,26767,No,20,4,80,6,6,5
50,No,Travel Rarely,797,Research & Development,Life Sciences,385,Male,96,5,Research Director,Divorced,19144,15815,No,14,3,80,28,10,4
53,No,Travel Rarely,1070,Research & Development,Medical,386,Male,45,4,Research Director,Married,17584,21016,Yes,16,3,80,21,5,3
42,No,Travel Rarely,635,Sales,Life Sciences,387,Male,99,2,Sales Executive,Married,4907,24532,No,25,4,80,20,20,16
29,No,Travel Frequently,442,Sales,Life Sciences,388,Male,44,2,Sales Executive,Single,4554,20260,No,18,3,80,10,10,7
55,No,Travel Rarely,147,Research & Development,Technical Degree,389,Male,37,2,Laboratory Technician,Married,5415,15972,Yes,19,3,80,12,10,7
26,No,Travel Frequently,496,Research & Development,Medical,390,Male,60,2,Healthcare Representative,Married,4741,22722,Yes,13,3,80,5,5,3
37,No,Travel Rarely,1372,Research & Development,Life Sciences,391,Female,42,1,Research Scientist,Single,2115,15881,No,12,3,80,17,17,12
44,Yes,Travel Frequently,920,Research & Development,Life Sciences,392,Male,43,1,Laboratory Technician,Divorced,3161,19920,Yes,22,4,80,19,1,0
38,No,Travel Rarely,688,Research & Development,Life Sciences,393,Male,82,2,Healthcare Representative,Divorced,5745,18899,No,14,3,80,10,2,2
26,Yes,Travel Rarely,1449,Research & Development,Medical,394,Male,45,1,Laboratory Technician,Divorced,2373,14180,Yes,13,3,80,5,3,2
28,No,Travel Rarely,1117,Research & Development,Life Sciences,395,Female,66,1,Research Scientist,Single,3310,4488,No,21,4,80,5,5,3
49,No,Travel Frequently,636,Research & Development,Life Sciences,396,Female,35,5,Research Director,Single,18665,25594,Yes,11,3,80,22,3,2
36,No,Travel Rarely,506,Research & Development,Technical Degree,397,Male,30,2,Research Scientist,Single,4485,26285,No,12,3,80,10,8,0
31,No,Travel Frequently,444,Sales,Marketing,399,Female,84,1,Sales Representative,Divorced,2789,3909,No,11,3,80,2,2,2
26,Yes,Travel Rarely,950,Sales,Marketing,401,Male,48,2,Sales Executive,Single,5828,8450,Yes,12,3,80,8,8,7
37,No,Travel Frequently,889,Research & Development,Medical,403,Male,53,1,Research Scientist,Married,2326,11411,Yes,12,3,80,4,4,2
42,No,Travel Frequently,555,Sales,Marketing,404,Female,77,4,Sales Executive,Married,13525,14864,No,14,3,80,23,20,4
18,Yes,Travel Rarely,230,Research & Development,Life Sciences,405,Male,54,1,Laboratory Technician,Single,1420,25233,No,13,3,80,0,0,0
35,No,Travel Rarely,1232,Sales,Marketing,406,Male,96,3,Sales Executive,Married,8020,5100,No,15,3,80,12,11,9
36,No,Travel Frequently,566,Research & Development,Life Sciences,407,Male,81,1,Laboratory Technician,Married,3688,7122,No,18,3,80,4,1,0
51,No,Travel Rarely,1302,Research & Development,Medical,408,Male,84,2,Manufacturing Director,Divorced,5482,16321,No,18,3,80,13,4,1
41,No,Travel Rarely,334,Sales,Life Sciences,410,Male,88,4,Manager,Single,16015,15896,No,19,3,80,22,22,10
18,No,Travel Rarely,812,Sales,Medical,411,Female,69,1,Sales Representative,Single,1200,9724,No,12,3,80,0,0,0
28,No,Travel Rarely,1476,Research & Development,Medical,412,Male,68,2,Healthcare Representative,Single,5661,4824,No,19,3,80,9,8,3
31,No,Travel Rarely,218,Sales,Technical Degree,416,Male,100,2,Sales Executive,Married,6929,12241,No,11,3,80,10,8,7
39,No,Travel Rarely,1132,Research & Development,Medical,417,Male,48,3,Healthcare Representative,Divorced,9613,10942,No,17,3,80,19,18,10
36,No,Non-Travel,1105,Research & Development,Life Sciences,419,Female,47,2,Laboratory Technician,Married,5674,6927,No,15,3,80,11,9,8
32,No,Travel Rarely,906,Sales,Life Sciences,420,Male,91,2,Sales Executive,Married,5484,16985,No,14,3,80,13,13,8
38,No,Travel Rarely,849,Research & Development,Life Sciences,421,Female,81,3,Research Director,Married,12061,26707,No,17,3,80,19,10,8
58,No,Non-Travel,390,Research & Development,Life Sciences,422,Male,32,2,Healthcare Representative,Divorced,5660,17056,Yes,13,3,80,12,5,3
31,No,Travel Rarely,691,Research & Development,Technical Degree,423,Male,86,1,Research Scientist,Married,4821,10077,Yes,12,3,80,6,5,2
31,No,Travel Rarely,106,Human Resources,Human Resources,424,Male,62,2,Human Resources,Married,6410,17822,No,12,3,80,9,2,2
45,No,Travel Frequently,1249,Research & Development,Life Sciences,425,Male,97,3,Laboratory Technician,Divorced,5210,20308,No,18,3,80,24,24,9
31,No,Travel Rarely,192,Research & Development,Life Sciences,426,Male,32,1,Research Scientist,Divorced,2695,7747,Yes,18,3,80,3,2,2
33,No,Travel Frequently,553,Research & Development,Life Sciences,428,Female,74,3,Manager,Married,11878,23364,No,11,3,80,12,10,6
39,No,Travel Rarely,117,Research & Development,Medical,429,Male,99,4,Manager,Married,17068,5355,Yes,14,3,80,21,21,9
43,No,Travel Frequently,185,Research & Development,Life Sciences,430,Female,33,1,Laboratory Technician,Single,2455,10675,No,19,3,80,9,8,7
49,No,Travel Rarely,1091,Research & Development,Technical Degree,431,Female,90,4,Healthcare Representative,Single,13964,17810,Yes,12,3,80,25,7,1
52,Yes,Travel Rarely,723,Research & Development,Medical,433,Male,85,2,Research Scientist,Married,4941,17747,No,15,3,80,11,8,2
27,No,Travel Rarely,1220,Research & Development,Life Sciences,434,Female,85,1,Research Scientist,Single,2478,20938,Yes,12,3,80,4,4,3
32,No,Travel Rarely,588,Sales,Technical Degree,436,Female,65,2,Sales Executive,Married,5228,24624,Yes,11,3,80,13,13,12
27,No,Travel Rarely,1377,Sales,Life Sciences,437,Male,74,2,Sales Executive,Single,4478,5242,Yes,11,3,80,5,5,4
31,No,Travel Rarely,691,Sales,Marketing,438,Male,73,2,Sales Executive,Divorced,7547,7143,No,12,3,80,13,7,7
32,No,Travel Rarely,1018,Research & Development,Medical,439,Female,74,2,Research Scientist,Single,5055,10557,No,16,3,80,10,7,7
28,Yes,Travel Rarely,1157,Research & Development,Medical,440,Male,84,1,Research Scientist,Married,3464,24737,Yes,13,3,80,5,3,2
30,No,Travel Rarely,1275,Research & Development,Medical,441,Female,64,2,Research Scientist,Married,5775,11934,No,13,3,80,11,10,8
31,No,Travel Frequently,798,Research & Development,Life Sciences,442,Female,48,3,Manufacturing Director,Married,8943,14034,No,24,4,80,10,10,9
39,No,Travel Frequently,672,Research & Development,Medical,444,Male,54,5,Manager,Married,19272,21141,No,15,3,80,21,21,9
39,Yes,Travel Rarely,1162,Sales,Medical,445,Female,41,2,Sales Executive,Married,5238,17778,Yes,18,3,80,12,1,0
33,No,Travel Frequently,508,Sales,Marketing,446,Male,46,2,Sales Executive,Single,4682,4317,No,14,3,80,9,7,7
47,No,Travel Rarely,1482,Research & Development,Life Sciences,447,Male,42,5,Research Director,Married,18300,16375,No,11,3,80,21,3,2
43,No,Travel Frequently,559,Research & Development,Life Sciences,448,Female,82,2,Laboratory Technician,Divorced,5257,6227,No,11,3,80,9,9,7
27,No,Non-Travel,210,Sales,Marketing,449,Male,73,2,Sales Executive,Married,6349,22107,Yes,13,3,80,6,5,4
54,No,Travel Frequently,928,Research & Development,Life Sciences,450,Female,31,2,Research Scientist,Single,4869,16885,No,12,3,80,20,4,3
43,No,Travel Rarely,1001,Research & Development,Life Sciences,451,Female,43,3,Healthcare Representative,Married,9985,9262,No,16,3,80,10,1,0
45,No,Travel Rarely,549,Research & Development,Other,452,Male,75,2,Research Scientist,Married,3697,9278,No,14,3,80,12,10,9
40,No,Travel Rarely,1124,Sales,Medical,453,Male,57,2,Sales Executive,Married,7457,13273,Yes,22,4,80,6,4,3
29,Yes,Travel Rarely,318,Research & Development,Other,454,Male,77,1,Laboratory Technician,Married,2119,4759,Yes,11,3,80,7,7,7
29,No,Travel Rarely,738,Research & Development,Other,455,Male,30,1,Laboratory Technician,Single,3983,7621,No,17,3,80,4,3,2
30,No,Travel Rarely,570,Sales,Marketing,456,Female,30,2,Sales Executive,Divorced,6118,5431,No,13,3,80,10,10,9
27,No,Travel Rarely,1130,Sales,Marketing,458,Female,56,2,Sales Executive,Married,6214,3415,No,18,3,80,8,8,7
37,No,Travel Rarely,1192,Research & Development,Medical,460,Male,61,2,Manufacturing Director,Divorced,6347,23177,No,16,3,80,8,6,2
38,No,Travel Rarely,343,Research & Development,Life Sciences,461,Male,92,3,Research Director,Divorced,11510,15682,Yes,14,3,80,12,11,10
31,No,Travel Rarely,1232,Research & Development,Medical,462,Female,39,3,Manufacturing Director,Single,7143,25713,Yes,14,3,80,11,11,9
29,No,Travel Rarely,144,Sales,Marketing,463,Female,39,2,Sales Executive,Divorced,8268,11866,Yes,14,3,80,7,7,7
35,No,Travel Rarely,1296,Research & Development,Technical Degree,464,Male,62,3,Manufacturing Director,Single,8095,18264,No,13,3,80,17,16,6
23,No,Travel Rarely,1309,Research & Development,Life Sciences,465,Male,83,1,Research Scientist,Divorced,2904,16092,No,12,3,80,4,4,2
41,No,Travel Rarely,483,Research & Development,Medical,466,Male,95,2,Manufacturing Director,Single,6032,10110,Yes,15,3,80,8,5,4
47,No,Travel Frequently,1309,Sales,Medical,467,Male,99,2,Sales Representative,Single,2976,25751,No,19,3,80,5,0,0
42,No,Travel Rarely,810,Research & Development,Life Sciences,468,Female,44,4,Research Director,Single,15992,15901,No,14,3,80,16,1,0
29,No,Non-Travel,746,Sales,Life Sciences,469,Male,61,2,Sales Executive,Married,4649,16928,No,14,3,80,4,4,3
42,No,Travel Rarely,544,Human Resources,Technical Degree,470,Male,52,1,Human Resources,Divorced,2696,24017,Yes,11,3,80,4,3,2
32,No,Travel Rarely,1062,Research & Development,Medical,471,Female,75,1,Laboratory Technician,Married,2370,3956,No,13,3,80,8,8,0
48,No,Travel Rarely,530,Sales,Medical,473,Female,91,3,Manager,Married,12504,23978,No,21,4,80,15,0,0
37,No,Travel Rarely,1319,Research & Development,Medical,474,Male,51,2,Research Scientist,Divorced,5974,17001,Yes,13,3,80,13,7,7
30,No,Non-Travel,641,Sales,Technical Degree,475,Female,85,2,Sales Executive,Married,4736,6069,Yes,12,3,80,4,2,2
